datetime_utc,value,parameter,unit,sensor_id,location_id,coordinates,summary,period_label
2022-03-24 20:30:00+00:00,0.0,so2,unknown,1713373,301387,,"{'min': 0.0, 'q02': 0.0, 'q25': 0.0, 'median': 0.0, 'q75': 0.0, 'q98': 0.0, 'max': 0.0, 'avg': 0.0, 'sd': None}",1 hour
2022-03-24 20:30:00+00:00,51.1,pm10,unknown,1713376,301387,,"{'min': 51.1, 'q02': 51.1, 'q25': 51.1, 'median': 51.1, 'q75': 51.1, 'q98': 51.1, 'max': 51.1, 'avg': 51.1, 'sd': None}",1 hour
2022-03-24 20:30:00+00:00,0.0,no2,unknown,1713361,301387,,"{'min': 0.0, 'q02': 0.0, 'q25': 0.0, 'median': 0.0, 'q75': 0.0, 'q98': 0.0, 'max': 0.0, 'avg': 0.0, 'sd': None}",1 hour
2022-03-24 20:30:00+00:00,0.0,pm25,unknown,1713360,301387,,"{'min': 0.0, 'q02': 0.0, 'q25': 0.0, 'median': 0.0, 'q75': 0.0, 'q98': 0.0, 'max': 0.0, 'avg': 0.0, 'sd': None}",1 hour
2022-03-24 20:30:00+00:00,0.0,o3,unknown,1713374,301387,,"{'min': 0.0, 'q02': 0.0, 'q25': 0.0, 'median': 0.0, 'q75': 0.0, 'q98': 0.0, 'max': 0.0, 'avg': 0.0, 'sd': None}",1 hour
2022-03-25 15:30:00+00:00,0.0,no2,unknown,1713361,301387,,"{'min': 0.0, 'q02': 0.0, 'q25': 0.0, 'median': 0.0, 'q75': 0.0, 'q98': 0.0, 'max': 0.0, 'avg': 0.0, 'sd': None}",1 hour
2022-03-25 15:30:00+00:00,0.0,pm25,unknown,1713360,301387,,"{'min': 0.0, 'q02': 0.0, 'q25': 0.0, 'median': 0.0, 'q75': 0.0, 'q98': 0.0, 'max': 0.0, 'avg': 0.0, 'sd': None}",1 hour
2022-03-25 15:30:00+00:00,0.0,o3,unknown,1713374,301387,,"{'min': 0.0, 'q02': 0.0, 'q25': 0.0, 'median': 0.0, 'q75': 0.0, 'q98': 0.0, 'max': 0.0, 'avg': 0.0, 'sd': None}",1 hour
2022-03-25 15:30:00+00:00,253.0,pm10,unknown,1713376,301387,,"{'min': 252.8, 'q02': 252.8, 'q25': 252.8, 'median': 252.8, 'q75': 252.8, 'q98': 252.8, 'max': 252.8, 'avg': 252.8, 'sd': None}",1 hour
2022-03-25 15:30:00+00:00,0.0,so2,unknown,1713373,301387,,"{'min': 0.0, 'q02': 0.0, 'q25': 0.0, 'median': 0.0, 'q75': 0.0, 'q98': 0.0, 'max': 0.0, 'avg': 0.0, 'sd': None}",1 hour
2022-03-25 16:30:00+00:00,0.0,o3,unknown,1713374,301387,,"{'min': 0.0, 'q02': 0.0, 'q25': 0.0, 'median': 0.0, 'q75': 0.0, 'q98': 0.0, 'max': 0.0, 'avg': 0.0, 'sd': None}",1 hour
2022-03-25 16:30:00+00:00,211.0,pm10,unknown,1713376,301387,,"{'min': 211.2, 'q02': 211.2, 'q25': 211.2, 'median': 211.2, 'q75': 211.2, 'q98': 211.2, 'max': 211.2, 'avg': 211.2, 'sd': None}",1 hour
2022-03-25 16:30:00+00:00,0.0,pm25,unknown,1713360,301387,,"{'min': 0.0, 'q02': 0.0, 'q25': 0.0, 'median': 0.0, 'q75': 0.0, 'q98': 0.0, 'max': 0.0, 'avg': 0.0, 'sd': None}",1 hour
